zip,top_1,top_2,top_3,top_4,top_5,top_6,top_7,top_8,top_9,top_10,bottom_1,bottom_2,bottom_3,bottom_4,bottom_5,bottom_6,bottom_7,bottom_8,bottom_9,bottom_10
11003,11803,11020,10562,11520,10552,11552,10708,11791,11570,11514,10175,10171,10166,10173,11243,14526,10312,10306,11950,10174
11004,11363,11360,11422,11040,11364,11001,11239,10464,11428,11362,13480,14845,12540,14094,11705,11764,12787,10505,13756,11937
11005,10172,11371,10105,11753,10151,10123,11559,11241,10281,10158,11950,14526,13480,12721,11946,14616,12508,10993,12518,12033
11010,11758,11572,11042,11566,10583,11731,10804,11797,11743,10591,12033,12721,12533,12814,12528,12525,12518,12515,12508,12865
11020,11803,11791,11570,10552,11731,11003,11520,11758,11010,10562,12790,12814,12779,10175,12721,12533,12528,12865,12525,13350
11021,11501,11746,10705,10583,11598,11572,11722,11726,10801,11787,10175,10171,10166,11243,10173,14526,10312,10314,11385,11419
11023,10805,11561,10566,11510,10543,10708,11552,11704,11563,11576,10175,10171,10166,11243,14526,11950,10173,10312,10314,10306
11024,10707,11742,12207,10532,11780,11779,10536,10604,11719,10506,10930,12865,12814,12790,12779,12775,12721,12533,10537,12528
11030,11563,11706,10520,11558,11704,11722,11096,10553,11726,11553,10175,10171,11243,10166,10560,13903,10537,13329,12122,14883
11040,10280,10158,11004,11241,10020,10006,10167,11363,10005,11005,14526,11950,10560,13903,10537,13329,12122,14883,10509,11963
11042,11010,11566,11572,10583,11758,11731,10804,11743,11710,10591,11946,12721,12814,12533,12528,12525,12518,12515,12865,12508
11050,11790,10504,10528,10940,11963,10560,13903,10537,13329,12122,10175,10171,10166,14526,10173,10312,11385,11950,10314,11226
11096,11558,10710,11030,10520,10550,10591,10553,11563,11553,11557,10560,10930,14883,13903,12122,13329,12775,10509,10537,10166
11101,11102,11232,11217,11354,10013,11222,11211,11106,11201,11231,13480,10560,13903,10537,13329,12122,14883,12721,11946,14616
11102,11232,11211,11217,11355,11106,11214,11209,11222,11218,11238,14845,12540,14094,11705,11764,12787,10505,13756,11937,11789
11103,11209,11377,11102,11372,11105,11217,11218,11106,11385,11232,10560,13903,10537,13329,12721,11946,12122,14616,12508,10993
11104,11415,11421,11102,11432,11208,10014,11375,11372,11230,11106,14845,12540,14094,11705,11764,12787,10505,13756,11937,11789
11105,11209,11385,11215,11235,11231,11106,11103,11218,11223,11217,14845,12540,14094,11705,11764,12787,10505,13756,11937,11789
11106,11102,11217,11209,11375,11377,11105,11372,11211,11385,11232,13480,14845,12540,14094,11705,11764,12787,10505,13756,11937
11109,10069,10162,10045,10174,10107,10170,10112,10165,10168,10271,13480,14845,12540,14094,11705,11764,12787,10505,13756,11937
11201,11217,11211,10013,10002,11222,11215,10011,11205,10003,10010,13480,10560,13903,10537,13329,12122,12721,11946,14883,14616
11203,11207,11236,11210,11213,10469,11225,10466,11208,11212,11226,10560,13903,10537,13329,12721,12122,11946,14883,14616,10940
11204,11219,11223,11218,11214,11230,11229,11209,11385,11228,11234,10560,13903,14845,12540,14094,11705,11764,12787,10505,13756
11205,11238,11211,11206,11217,11221,11231,11222,11215,11102,11204,10560,13903,10537,13329,12122,14845,12540,14094,11705,11764
11206,11221,11211,11205,11237,11207,11238,11216,11233,11217,10027,10560,13903,10537,13329,12122,14883,12721,11946,10509,14616
11207,11233,11208,11212,11221,11213,11203,11216,10469,11206,10466,10560,13903,10537,13329,12122,14845,12540,14094,11705,11764
11208,11207,11233,11203,11212,11221,10466,11691,10469,11213,11435,10560,13903,10537,13329,12122,14845,12540,14094,11705,11764
11209,11385,11218,11204,11230,11215,11214,11235,11223,11231,11105,10560,13903,14845,12540,14094,11705,11764,12787,10505,13756
11210,10469,11203,11230,11218,11236,11207,11216,11214,11223,11204,10560,13903,10537,13329,12721,12122,11946,14883,14616,12508
11211,11238,11217,11206,11205,11222,11215,11102,11231,11232,11220,10560,13903,10537,13329,12122,14883,10940,12721,11946,14616
11212,11207,10456,11233,11213,10467,10459,10460,11226,10455,11203,10560,13903,10537,13329,12122,14883,12721,11946,10940,10509
11213,11225,11226,11233,11216,11207,11221,10467,10460,11212,10459,10560,14845,12540,14094,11705,11764,12787,10505,13756,11937
11214,11204,11230,11235,11229,11218,11223,11209,11435,11385,11355,10560,13903,10537,12721,13329,11946,14616,12508,10993,12518
11215,11217,11231,11238,11211,11209,11222,11385,11218,11105,11102,10560,13903,10537,13329,14845,12540,14094,11705,11764,12787
11216,11221,11233,11213,11238,11207,11226,11225,11237,11206,10459,10560,13903,10537,13329,12721,12122,14883,11946,14616,12508
11217,11215,11211,11238,11222,11231,11205,11102,11232,11209,11201,10560,13903,10537,13329,12721,12122,11946,14883,14616,12508
11218,11230,11204,11223,11209,11219,11214,11229,11210,11385,11215,10560,13903,10537,12721,13329,11946,14616,12508,10993,12518
11219,11204,11230,11218,11223,11214,11229,11209,11228,11385,11217,10560,13903,10537,13329,12721,11946,12122,14616,12508,10993
11220,11232,11237,11211,11372,11214,11235,11368,11206,11209,11216,10560,13903,10537,13329,12122,12721,14883,11946,14616,12508
11221,11233,11216,11207,11206,11213,11237,11238,11212,11225,11226,14845,12540,14094,11705,11764,12787,10505,13756,11937,11789
11222,11217,11211,11231,11215,11102,11238,11205,11232,11237,11209,13480,14845,12540,14094,11705,11764,12787,10505,13756,11937
11223,11204,11218,11229,11230,11214,11219,11209,11235,11385,11234,10560,13903,10537,13329,12721,11946,12122,14616,12508,10993
11224,11235,10473,11214,10039,11691,10037,10461,11102,10128,10025,10560,13903,10537,13329,12122,14883,12721,11946,14616,12508
11225,11226,11213,10467,10460,10458,10456,10452,10468,10031,10453,14845,12540,14094,11705,11764,12787,10505,13756,11937,11789
11226,11225,10467,11213,10458,10459,10453,10468,10456,10452,10460,10560,13903,12721,10537,13329,11946,14616,10528,12508,12122
11228,11204,11385,11209,11219,11223,11214,11218,11361,11234,11379,14845,12540,14094,11705,11764,12787,10505,13756,11937,11789
11229,11223,11204,11230,11235,11234,11214,11375,11218,11219,10306,14845,12540,14094,11705,11764,12787,10505,13756,11937,11789
11230,11218,11219,11204,11214,11229,11223,11209,11210,11385,11235,10560,13903,12721,10537,11946,13329,14616,12508,10993,12518
11231,11215,11217,11238,11222,11209,11211,11218,11385,11205,11102,10560,13903,10537,13329,12122,14883,12721,11946,14616,12508
11232,11102,11217,11220,11211,11377,11215,11206,11222,11101,11231,10560,13903,10537,13329,12122,14883,12721,11946,14616,12508
11233,11207,11221,11213,11216,11212,11208,10460,11225,11226,10467,14845,12540,14094,11705,11764,12787,10505,13756,11937,11789
11234,11413,11229,10469,11423,11378,11236,10314,11385,11435,11204,10560,13903,10537,13329,12122,12721,14883,11946,14616,12508
11235,11214,11229,11209,11223,11375,11230,11218,11432,10462,11220,10560,14845,12540,14094,11705,11764,12787,10505,13756,11937
11236,11203,10469,11234,11210,11423,11435,11385,11214,11207,11204,10560,13903,10537,13329,12122,14883,14845,12540,14094,11705
11237,11221,11206,11216,11213,11233,11238,11207,11220,11211,11225,14845,12540,14094,11705,11764,12787,10505,13756,11937,11789
11238,11216,11211,11205,11217,11215,11221,11206,11231,11237,11233,14845,12540,14094,11705,11764,12787,10505,13756,11937,11789
11239,10475,11004,10282,11360,11001,10464,10307,10004,11364,10280,13480,10560,13903,10537,13329,12122,14883,10509,11950,10930
11241,10158,10167,10105,10151,10172,11005,10123,11753,11559,11371,12122,10509,14883,13903,12775,10537,10560,10930,13329,14526
11242,11559,10123,11753,10176,10151,11371,10172,10105,10167,11005,11950,14526,12775,13480,10930,10560,13903,10537,13329,12122
11243,10174,10045,10170,10153,10168,10107,11109,10165,10162,10069,14901,12303,12304,12309,12401,12428,12508,12515,12518,12524
11249,10014,10012,11211,10009,11222,10013,10028,11206,11103,11231,14845,12540,14094,11705,11764,12787,10505,13756,11937,11789
11354,11372,11355,11101,11432,11235,11220,11102,11106,11103,11214,10560,13903,10537,13329,12721,11946,12122,14616,12508,10993
11355,11214,11102,11230,11235,11354,11368,11218,11435,11229,11209,10560,13903,10537,12721,11946,13329,14616,12508,10993,12518
11356,11418,11105,11235,11421,10304,10465,11433,11694,11370,11385,11950,10560,13903,10537,13329,12122,14883,14526,10509,12721
11357,11361,11358,11365,11426,11364,11427,11362,10306,10314,10308,10560,14526,13903,10537,12721,11946,13329,14616,12508,11950
11358,11361,11357,11365,11428,11364,11379,11427,11423,11426,11378,10560,13903,10537,13329,11950,12721,11946,12122,14616,12508
11359,11371,10166,11005,10151,10115,10167,10154,10123,11241,11559,12033,12204,12304,12309,12401,12508,12515,12518,10560,12122
11360,11364,11004,11357,11362,10464,11363,11427,10471,11422,11426,14526,11950,10560,13903,10537,12721,13329,11946,14616,12508
11361,11358,11357,11365,11428,11364,11426,11423,11427,11234,11422,11950,10560,13903,12721,10537,11946,13329,14526,14616,12508
11362,11426,11357,11364,11427,11363,11361,11365,11358,11422,11414,11950,14526,14845,12540,14094,11705,11764,12787,10505,13756
11363,11364,11362,11004,11422,11426,11361,11428,11358,11365,11379,13480,11950,14526,10560,13903,10537,13329,12122,14883,10509
11364,11365,11357,11358,11427,11422,11361,11362,11426,11363,11367,14845,12540,14094,11705,11764,12787,10505,13756,11937,11789
11365,11357,11358,11361,11364,11428,11426,11427,11422,11379,11423,14845,12540,14094,11705,11764,12787,10505,13756,11937,11789
11366,11365,11428,11361,11423,11385,11358,11378,11357,11379,11422,11950,10560,13903,10537,13329,14526,12122,14883,12721,11946
11367,11427,11229,11234,11365,11370,11435,11423,11364,10314,11375,14845,12540,14094,11705,11764,12787,10505,13756,11937,11789
11368,11373,11435,11377,11220,11102,11214,11385,11355,11432,11237,10560,13903,10537,13329,12721,11946,12122,14616,12508,14883
11369,11435,11385,10469,11236,11423,11102,11370,11420,11418,11214,14845,12540,14094,11705,11764,12787,10505,13756,11937,11789
11370,11367,11364,11418,11385,11358,11365,11377,11428,11228,11423,13480,14845,12540,14094,11705,11764,12787,10505,13756,11937
11371,11753,10123,10151,11559,11005,10172,10167,11242,11359,10105,12721,12525,12518,12515,12508,12309,12304,13820,13903,12204
11372,11220,11354,11432,11209,11377,11103,11106,11218,11217,11373,10560,13903,12721,11946,10537,13329,14616,12508,10993,12518
11373,11368,11377,11372,11435,11235,11220,11432,11102,11218,11385,10560,13903,10537,12721,11946,13329,14616,12508,10993,12518
11374,11375,11235,11418,11432,10461,11229,11102,11214,11230,11209,10560,13903,12721,11946,10537,14616,12508,13329,10993,12518
11375,11229,11235,11209,11218,11230,11214,11106,11367,11374,11385,10560,14845,12540,14094,11705,11764,12787,10505,13756,11937
11377,11368,11385,11435,11232,11102,11209,11103,11218,11106,11372,10560,13903,10537,12721,13329,11946,14616,12508,10993,12518
11378,11420,11385,10465,11234,11417,11423,11435,11379,10314,11422,10560,13903,10537,13329,12122,14883,12721,11946,10509,14616
11379,11428,11385,11365,11378,11358,10308,10314,11361,11423,11422,10560,13903,10537,13329,12122,14883,12721,11946,14616,12508
11385,11209,11204,11378,11418,11218,11215,11223,11234,11230,11214,10560,13903,10537,13329,12721,12122,14845,12540,14094,11705
11411,11413,11364,11422,11412,11423,11365,11428,11434,11420,10469,14845,12540,14094,11705,11764,12787,10505,13756,11937,11789
11412,11413,10469,11423,11428,11422,11420,11434,11433,11436,11234,11950,10560,13903,10537,13329,12122,14883,12721,14526,11946
11413,11412,11422,11423,11234,10469,11428,11420,11434,11433,11411,10560,13903,10537,13329,12122,14883,12721,11946,11950,10509
11414,11427,11357,11234,10306,11422,11365,11428,10308,11364,11413,14845,12540,14094,11705,11764,12787,10505,13756,11937,11789
11415,11104,11421,11102,11208,11367,10465,11230,11218,11385,11418,13480,14845,12540,14094,11705,11764,12787,10505,13756,11937
11416,11421,11418,11420,11417,11385,11423,11378,11435,11377,11379,13480,10560,13903,10537,13329,11950,12122,14883,10509,14845
11417,11420,11423,11378,11421,11428,11416,11385,11435,11418,11379,10560,13903,10537,13329,12122,14883,11950,10509,12721,11946
11418,11421,11385,10469,11423,11416,11432,11435,11420,11210,11370,10560,13903,10537,13329,12122,14883,12721,10509,11946,14616
11419,11418,11355,11420,11417,11237,11435,11220,11423,11368,11102,10560,13903,10537,13329,12122,14883,10509,12721,11946,14616
11420,11417,11423,11378,11435,11421,11413,11385,11428,11422,11234,10560,13903,10537,13329,12122,14883,10509,12721,11946,10940
11421,11418,11416,11420,11385,11417,10465,11378,11423,11435,11370,14845,12540,14094,11705,11764,12787,10505,13756,11937,11789
11422,11413,11423,11428,11364,11426,11234,11365,11427,11420,11357,10560,13903,10537,13329,12122,14883,11950,10509,12721,11946
11423,11428,11435,11422,11413,10469,11420,11234,11412,11417,11433,10560,13903,10537,13329,11950,12122,12721,11946,14883,14616
11426,11357,11362,11365,11422,11361,11428,11427,11364,11358,10308,11950,14845,12540,14094,11705,11764,12787,10505,13756,11937
11427,11367,11364,11357,11365,11428,11361,11422,11414,11423,11426,11950,14845,12540,14094,11705,11764,12787,10505,13756,11937
11428,11423,11422,11361,11358,11413,11365,11379,11427,11234,11426,11950,10560,13903,10537,13329,12122,14883,10509,14526,11963
11429,11422,11412,11413,10471,11423,11436,10469,11428,11234,11420,10560,13903,10537,13329,11950,12122,14883,14526,10509,12721
11430,10121,11950,10017,11369,10106,10279,10022,10103,11371,11005,12775,10930,10509,14883,10560,13903,12122,10537,13329,13480
11432,11435,11235,10461,11209,11418,11385,11372,11204,11210,11220,10560,13903,10537,13329,12721,12122,11946,14883,14616,12508
11433,10469,11434,11423,11207,10304,11413,11234,11691,10466,11412,10560,13903,10537,13329,12122,14883,10509,12721,11950,11946
11434,11433,11413,10469,11234,11412,11423,10304,11422,11435,11418,10560,13903,10537,13329,14845,12540,14094,11705,11764,12787
11435,11423,10469,11368,11420,11432,11234,11214,10462,11385,11377,10560,13903,10537,12721,13329,11946,12122,14616,12508,10993
11436,11422,11412,11423,11413,10469,11420,11433,10303,11427,11428,14845,12540,14094,11705,11764,12787,10505,13756,11937,11789
11501,10605,10589,11756,10595,11553,10703,11714,11716,10538,10954,10509,12775,10537,10175,11243,13329,14883,10930,10560,13903
11507,10549,10703,11795,14051,11768,11518,11716,11701,10954,11714,10930,11243,12865,10537,12790,12779,12775,12721,12533,12528
11509,12202,10956,10983,10538,11720,14304,10954,10595,11518,11714,10930,13350,10175,12865,12814,12790,12779,12775,12721,12533
11510,10805,11704,11561,10543,11023,11563,10522,10977,10801,10566,10175,11243,14883,10930,13903,13329,10560,12775,10537,12122
11514,11520,10705,10552,10510,11703,11572,11557,11787,11758,11746,10175,10171,10166,11243,14526,10312,10173,10314,11950,11385
11516,11793,10104,10178,10165,10122,10152,10176,10121,11697,11109,10175,14526,11950,12775,10314,11207,11221,11434,11213,11377
11518,10954,14051,11795,11716,10538,10983,10956,11714,12202,11509,10930,13350,13329,12865,12814,12790,12779,12775,12533,12528
11520,11514,10552,11791,10705,11572,11570,11010,11758,10708,10583,10175,10171,10166,11243,14526,11950,10173,10312,10306,10314
11530,10566,10543,10708,11023,10805,11510,11554,11575,11021,11561,10175,10171,10166,11243,10173,10312,10314,11385,11230,11226
11542,11762,10606,11575,11901,11554,11576,11763,12206,11804,14225,11243,14883,13903,13329,10509,12775,10560,12122,10537,10930
11545,11709,11596,11755,10706,11784,12553,11730,11772,10960,10577,10930,12033,12401,12204,12304,10509,13480,13350,13329,12865
11548,10541,14132,14209,13088,12754,11967,12144,14624,13202,12209,12122,10171,12033,10537,12204,12303,10166,11713,12304,12309
11550,10977,10801,11726,11557,11787,10553,11563,11704,11553,11746,10537,12775,11243,10560,10175,12122,13329,13903,14883,10509
11552,11023,10805,10708,11561,11576,10601,10543,11514,10566,11530,10175,10171,10166,11243,14526,10173,11950,10312,10306,10174
11553,10605,10589,11756,10553,11598,11722,10703,10595,10520,11714,10509,10537,10175,11243,12775,13329,12122,10930,13903,14883
11554,11575,11762,11576,10566,11510,10543,10805,11023,11530,10984,10509,12122,10537,12775,11243,13329,10175,14883,10930,10560
11556,10594,12553,10987,10916,10579,10516,11740,11713,11798,13748,10993,10537,12814,10509,12033,12122,12204,12304,12309,12401
11557,11787,10553,11726,11550,10977,11703,11717,10801,11553,10589,10537,12122,10175,14883,12775,13903,10930,10509,11243,13329
11558,11096,10710,10520,11030,10591,11706,10605,10589,11553,10553,12775,10175,12122,10560,10537,13329,10509,10930,13903,11243
11559,10123,11753,10151,11242,10172,11371,10105,10176,10167,11005,10509,12122,12204,12304,12309,12401,13903,12508,12515,12518
11560,14304,10577,11730,11784,11772,11720,10706,11509,10595,12202,10930,11243,13329,12865,12814,12790,12779,12775,12721,12533
11561,10805,11704,11563,11023,11510,10977,10801,11726,11030,10710,10175,10171,10166,11243,14526,10173,10312,10314,10306,11219
11563,11704,11030,10801,11726,11561,11706,10977,11510,11722,10520,12122,10560,10930,11243,10537,12775,13329,10509,14883,10175
11565,10507,11754,10709,12303,10580,10576,11732,10989,11568,11777,12779,13480,13820,12033,12508,12204,12865,10175,11946,12814
11566,11743,10804,11716,11714,14051,10954,11518,11042,11795,10956,12304,12814,12721,12533,12528,12865,12525,12518,12515,12508
11568,10989,11732,11777,10576,10950,11599,10270,10921,10964,10526,14901,12309,12304,12211,12209,12206,12205,12204,12203,12189
11570,11791,11731,10552,11758,11010,11803,11572,11042,11020,10583,13480,11946,12790,10993,12721,12533,12814,12528,12865,13350
11572,10583,11010,11758,11042,10705,11566,11731,11598,10591,10804,10175,10171,10166,11243,14526,13480,10173,11950,10312,11385
11575,11554,11762,11576,11801,10543,10566,11530,10805,11510,11776,10537,11243,10560,12122,12775,13329,10175,14883,10509,10930
11576,10805,11762,10601,11510,10543,11554,11023,11575,11801,11776,10175,10930,10509,12122,10560,12775,11243,10537,13903,14883
11577,11719,11579,10506,10533,10980,11779,11780,12207,11024,10962,10930,10509,11946,12525,12528,13350,12533,10537,10175,12721
11579,10533,10506,11719,10980,11577,10962,11780,12207,11024,10707,10930,13329,12865,12814,12790,12779,12775,12721,12533,12528
11580,10710,11561,10550,10601,11563,11581,11096,11704,10805,11558,10175,10171,10166,11243,10173,14526,10312,10174,10306,10279
11581,10710,11558,10591,11096,11030,10705,11563,11598,10520,11553,10175,10171,10166,11243,10173,14526,10312,10306,10174,10279
11590,11749,10523,11747,11743,11797,11714,11756,11716,11720,11566,12304,12814,12309,12401,12508,13350,12515,13480,12518,12525
11596,11545,10706,11709,11784,11730,11755,11772,10577,12553,10960,10930,13350,13329,12865,12814,12790,12779,12775,12721,12533
11598,11722,10583,11756,11710,10589,11746,10605,11553,11706,10705,10175,10171,10166,11243,14526,10173,10312,10314,11385,11230
11599,10270,10950,10921,10964,10526,10913,11792,11777,13790,11721,14901,12309,12304,12211,12209,12206,12205,12204,12203,12189
11691,11208,11207,11433,10469,11212,10466,11233,10473,11435,10467,14845,12540,14094,11705,11764,12787,10505,13756,11937,11789
11692,11691,11423,11693,10303,11433,10473,11212,11436,11233,11207,11950,10560,13903,10537,13329,12122,14883,10509,14526,11963
11693,10302,11694,10471,10310,11691,10303,11106,11102,11232,11235,11950,13480,14845,12540,14094,11705,11764,12787,10505,13756
11694,11235,10471,11693,10306,11105,11414,10301,11423,11229,11385,11950,14845,12540,14094,11705,11764,12787,10505,13756,11937
11697,10119,10169,10152,10176,11359,10166,10279,10162,10178,10106,14526,11950,13480,10560,13903,10537,13329,12775,12122,14883
11701,10536,11768,10604,10549,10532,11507,10703,11788,11795,11742,10930,10537,12865,12814,12790,12779,12775,12721,12533,12528
11702,11767,10514,14203,11727,14068,14226,14624,12144,11967,12754,10930,13329,10537,10509,12865,12790,12779,12775,12721,12533
11703,11717,10962,11557,11787,11579,10506,10533,11719,10980,11577,10537,10930,10509,14883,10175,13903,10560,11243,12122,12775
11704,11563,10801,11510,11561,11726,10977,11030,10522,11706,11746,10509,12122,10175,10537,10930,13329,12775,14883,11243,10560
11705,11764,12787,10505,14094,12540,13756,14845,11937,11789,12589,12779,12528,12533,10989,12721,12775,11798,12790,12525,12814
11706,10520,11722,11030,10589,10605,11756,11598,11563,11553,10595,10509,12775,13329,10175,10930,10537,11243,14883,10560,13903
11708,10570,14618,10925,14901,10901,14217,14701,10990,14052,12524,10964,10270,10984,10177,11946,10175,11950,10172,10171,12033
11709,11755,11545,11596,12553,10706,10960,11784,11730,11772,10594,10930,11243,13350,13329,12865,12814,12790,12779,12775,12721
11710,11598,11756,10583,11722,11590,11042,11746,11566,11749,10523,10175,10171,10166,11243,14526,10173,11950,13480,10312,10025
11713,11740,11798,13748,11721,13790,11792,10913,10526,10964,10921,14901,12309,12304,12211,12209,12206,12205,12204,12203,12189
11714,11716,10954,10538,11518,14051,10956,10983,12202,11509,11720,10930,13480,12122,12204,12304,13350,12309,12401,12508,12033
11715,14020,12189,10920,14726,14305,11968,14218,13614,10923,13039,12779,12528,12533,10989,12721,12775,11798,12790,12525,12814
11716,11714,10954,14051,11518,10538,10983,10956,11795,12202,11509,10930,10537,12865,12814,12790,12779,12775,12721,12533,12528
11717,10962,10707,11024,12207,11780,11703,11742,10532,11719,11779,10537,10930,10509,14883,10175,13903,10560,11243,12122,12775
11719,10506,10980,11579,10533,11780,11577,12207,10962,11024,10707,10930,13329,10537,12865,12814,12790,12779,12775,12721,12533
11720,14304,11509,12202,10956,10983,10538,10595,11560,11714,10523,10930,10537,13329,12865,12814,12790,12779,12775,12721,12533
11721,13748,13790,11798,11713,11792,11740,10913,10526,10964,10921,14901,12309,12304,12211,12209,12206,12205,12204,12203,12189
11722,11598,10589,11706,10605,11746,11756,11553,10520,11710,11726,10175,10171,10166,11243,14526,11950,10173,10312,10025,10314
11724,10590,11778,11729,10994,11783,11767,11702,14208,11757,10514,10930,11946,12033,12122,12204,12304,12309,13480,12401,13350
11725,11757,11783,14208,11729,10994,11577,11579,10590,10510,10533,12721,10175,13350,10509,12304,11946,12775,12779,12533,12790
11726,10977,10801,11557,11787,11550,10553,11563,11704,11746,11722,10537,10930,10509,14883,10175,13903,10560,11243,12122,12775
11727,14068,14203,14226,14624,12144,11967,12754,14202,14120,13088,11946,10270,11792,10177,11798,10175,10172,10171,11950,12033
11729,11724,10590,10994,11778,11725,11783,11767,11702,11757,14208,12775,12533,12525,12779,11946,13329,12033,12122,12865,12204
11730,11784,10577,11772,10706,11596,11560,11545,11709,14304,11755,10930,11243,13329,12865,12814,12790,12779,12775,12721,12533
11731,11570,11042,11758,11572,11010,10583,11791,10552,11566,11565,10175,12814,12790,13480,12779,12721,12533,12528,12525,12518
11732,10576,10989,11568,11777,12303,10950,11599,10270,10921,10964,14901,12401,12309,12304,12211,12209,12206,12205,12204,12428
11733,10952,11782,10960,10950,11599,10270,10921,11777,10964,10526,14901,11963,11967,11968,11980,12024,12046,12071,12122,12144
11735,11550,11553,11747,11797,11590,10801,11557,11726,10553,11710,10930,10175,10560,12122,12775,13329,10537,13903,10509,11243
11738,12701,10547,11796,14043,12550,13905,13088,14209,14132,10541,10171,11721,11713,11599,11568,10166,10579,10172,10175,10270
11740,11713,11798,13748,11721,13790,11792,10913,10526,10964,10921,14901,12309,12304,12211,12209,12206,12205,12204,12203,12189
11741,10924,14228,11766,12205,13053,14127,10702,14450,14206,14223,10993,10171,12779,11950,11946,12790,10166,11798,10537,12814
11742,10707,11024,10532,12207,11780,10604,10536,11701,11779,11768,10930,13350,13329,12865,12814,12790,12779,12775,12721,12528
11743,11566,10804,11714,11716,14051,10954,11518,11795,10956,10538,12304,12865,12814,12790,12779,12721,12533,12528,13350,12525
11746,11598,11722,10705,10583,11726,10801,11710,10553,11553,10977,10175,10171,10166,11243,14526,11950,10173,10312,10025,11385
11747,11788,11590,11797,11743,11749,11714,11716,11701,11507,11779,10930,13350,10509,13329,12865,12790,12779,12775,12721,12533
11749,10523,11720,11714,14304,11716,11590,10595,11509,10538,10956,10930,12865,12814,10560,12790,12779,12775,12721,12533,12528
11751,13203,14710,14301,10941,13440,12941,12428,14108,12788,12211,12790,12528,12533,10989,12721,12775,12779,11798,12525,12814
11753,11559,10123,10151,10172,11371,11242,10167,10105,11005,11241,10509,12533,11946,12528,12525,12518,10560,10930,12515,12122
11754,10507,10709,12303,10580,10576,11732,10989,11568,11777,10950,14901,12309,12304,12211,12209,12206,10501,12205,12204,10505
11755,11709,11545,12553,11596,10960,10594,11556,10706,11784,11730,10930,11243,13350,13329,12865,12814,12790,12779,12775,12721
11756,10595,10605,10589,10523,11720,11714,10956,11749,10538,11509,10175,10171,11243,10166,14526,10173,11950,13480,12775,10312
11757,14208,11783,11579,10533,11577,10506,11719,10980,10510,11725,10930,10560,12865,12814,12790,12779,12775,12721,12533,12528
11758,11010,11572,11042,11731,11566,10583,11570,10804,10591,10705,12304,12779,12865,12721,12533,12528,12525,12518,13350,12515
11762,11575,11554,11576,11542,11801,10805,10543,11510,11023,10566,11243,14883,13903,13329,10175,12775,10930,10560,10537,10509
11763,14225,12206,12590,11804,10606,10512,12601,13601,13905,10704,11950,11777,11740,10987,10917,11568,10560,10921,10537,10964
11764,12787,11705,10505,13756,11937,14094,12540,14845,11789,12589,12779,12528,12533,10989,12721,12775,11798,12790,12525,12814
11765,14222,14009,14414,14614,12203,10501,14814,13501,14120,14202,11733,12533,12721,12775,10989,12779,10987,12790,10560,12814
11766,12205,14127,14450,11741,14206,10924,14223,14228,13053,10702,13903,12033,12865,12204,12304,10509,12309,12401,12779,13820
11767,11702,10514,14120,13501,14202,14814,10501,14203,11727,14068,10930,12814,12790,12779,12775,12721,10509,12533,12528,12525
11768,10549,11701,10604,11795,10536,11507,10703,14051,11518,11716,10930,13350,13329,12865,12814,12779,12775,10509,12721,12533
11769,11948,14108,10941,13203,11751,14710,14301,13440,12941,12428,12779,12528,12533,10989,12721,12775,11568,12790,12525,12814
11771,10549,11795,10703,14051,11768,11518,11507,10954,11716,11701,10930,10560,10537,14883,10509,11243,12775,13903,10175,12122
11772,10577,11730,11784,10706,11596,11560,11545,11709,14304,11755,10930,13350,13329,12865,12814,12790,12779,12775,12721,12528
11776,11801,11550,10543,10601,10977,11576,10805,11557,10801,11510,10560,10509,11243,12122,10930,12775,10537,13903,13329,14883
11777,11568,10989,10950,11599,10270,10921,11732,10964,10526,10913,14901,12309,12304,12211,12209,12206,12205,12204,12203,12189
11778,11724,11729,10590,11767,11702,10994,10514,11951,14020,11715,10930,11243,10509,13329,12865,12814,12790,12779,12775,12721
11779,10532,11024,10707,11742,11577,11788,12207,11780,10536,11719,10930,13329,12865,12814,11243,12790,12775,12721,12533,12528
11780,12207,10707,11024,11742,11719,10980,10506,10532,10962,11577,10930,13350,13329,12865,12814,12790,12775,12721,12533,12528
11782,11733,10952,11713,11740,11798,13748,11721,13790,11792,10913,14901,11967,11968,11980,12024,12046,12071,12122,12144,12189
11783,14208,11757,10994,10510,10533,11579,10590,10506,10980,11719,13820,12304,12309,12401,12508,12515,12518,13350,12525,12533
11784,11730,10577,10706,11772,11596,11560,11545,11709,14304,11755,10930,10537,12525,12528,12533,12721,13820,13903,12775,12779
11787,11557,10553,11726,10977,11550,11717,11703,10801,11553,10589,10537,10560,12775,10175,12122,13329,14883,10509,10930,13903
11788,10536,10532,11701,11779,10604,11768,11742,11747,11024,11507,10930,12401,12508,12515,12518,13350,12525,12309,12528,10560
11789,12589,13850,14220,11937,13756,12071,10505,12787,11764,11705,12779,12528,12533,10989,12721,12775,11798,12790,12525,12814
11790,10504,10528,10560,13903,10537,13329,12122,14883,11963,10509,14901,12515,12508,12428,12401,12309,12304,12211,12518,12209
11791,11570,10552,11803,11731,11010,11758,11020,11572,11520,11042,12721,12790,12779,12533,12528,12525,12518,12515,12508,12401
11792,10913,13790,11721,13748,10526,10964,11798,11713,11740,10921,14901,12309,12304,12211,12209,12206,12205,12204,12203,12189
